cve_id,cwe_id,n_exploits,vulnerability_type,published_date,updated_date,description,score,gained_access_level,access,complexity,authentication,conf,integ,avail
CVE-2016-0482,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0480, CVE-2016-0481, CVE-2016-0485, and CVE-2016-0486.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the file parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0481,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0480, CVE-2016-0482, CVE-2016-0485, and CVE-2016-0486.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the scheduleReportName parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0480,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Test Manager for Web Apps, a different vulnerability than CVE-2016-0481, CVE-2016-0482, CVE-2016-0485, and CVE-2016-0486.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the TMAPReportImage parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0478,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Load Testing for Web Apps, a different vulnerability than CVE-2016-0476 and CVE-2016-0477.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the scriptName parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0477,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Load Testing for Web Apps, a different vulnerability than CVE-2016-0476 and CVE-2016-0478.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the (1) repository, (2) workspace, or (3) scenario parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0476,,,Dir. Trav.,2016-01-20,2016-12-07,"Unspecified vulnerability in the Oracle Application Testing Suite component in Oracle Enterprise Manager Grid Control 12.4.0.2 and 12.5.0.2 allows remote attackers to affect confidentiality via unknown vectors related to Load Testing for Web Apps, a different vulnerability than CVE-2016-0477 and CVE-2016-0478.  NOTE: the previous information is from the January 2016 CPU. Oracle has not commented on third-party claims that this is a directory traversal vulnerability in the DownloadServlet servlet, which allows remote attackers to read arbitrary files via directory traversal sequences in the reportName parameter.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2016-0298,200,,Dir. Trav. +Info,2016-06-28,2016-06-29,Directory traversal vulnerability in IBM Security Guardium Database Activity Monitor 10 before 10.0p100 allows remote authenticated users to read arbitrary files via a crafted URL.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2015-1000006,22,,Dir. Trav.,2016-10-06,2016-10-26,Remote file download vulnerability in recent-backups v0.7 wordpress plugin,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2015-1000005,22,,Dir. Trav.,2016-10-06,2016-10-26,Remote file download vulnerability in candidate-application-form v1.0 wordpress plugin,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2015-8799,22,,Dir. Trav.,2016-06-08,2016-06-10,"Directory traversal vulnerability in the Management Server in Symantec Embedded Security: Critical System Protection (SES:CSP) 1.0.x before 1.0 MP5, Embedded Security: Critical System Protection for Controllers and Devices (SES:CSP) 6.5.0 before MP1, Critical System Protection (SCSP) before 5.2.9 MP6, Data Center Security: Server Advanced Server (DCS:SA) 6.x before 6.5 MP1 and 6.6 before MP1, and Data Center Security: Server Advanced Server and Agents (DCS:SA) through 6.6 MP1 allows remote authenticated users to write update-package data to arbitrary agent locations via unspecified vectors.",7.1,None,Remote,High,Single system,Complete,Complete,Complete
CVE-2015-8798,22,,Exec Code Dir. Trav.,2016-06-08,2016-06-10,"Directory traversal vulnerability in the Management Server in Symantec Embedded Security: Critical System Protection (SES:CSP) 1.0.x before 1.0 MP5, Embedded Security: Critical System Protection for Controllers and Devices (SES:CSP) 6.5.0 before MP1, Critical System Protection (SCSP) before 5.2.9 MP6, Data Center Security: Server Advanced Server (DCS:SA) 6.x before 6.5 MP1 and 6.6 before MP1, and Data Center Security: Server Advanced Server and Agents (DCS:SA) through 6.6 MP1 allows remote authenticated users to execute arbitrary code via unspecified vectors.",7.7,None,Local Network,Low,Single system,Complete,Complete,Complete
CVE-2015-8794,22,,Dir. Trav.,2016-01-29,2016-02-25,"Absolute path traversal vulnerability in program/steps/addressbook/photo.inc in Roundcube before 1.0.6 and 1.1.x before 1.1.2 allows remote authenticated users to read arbitrary files via a full pathname in the _alt parameter, related to contact photo handling.",4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2015-8770,22,,Exec Code Dir. Trav.,2016-01-29,2016-12-05,Directory traversal vulnerability in the set_skin function in program/include/rcmail_output_html.php in Roundcube before 1.0.8 and 1.1.x before 1.1.4 allows remote authenticated users with certain permissions to read arbitrary files or possibly execute arbitrary code via a .. (dot dot) in the _skin parameter to index.php.,6.0,None,Remote,Medium,Single system,Partial,Partial,Partial
CVE-2015-6833,22,,Dir. Trav.,2016-01-19,2016-11-29,"Directory traversal vulnerability in the PharData class in PHP before 5.4.44, 5.5.x before 5.5.28, and 5.6.x before 5.6.12 allows remote attackers to write to arbitrary files via a .. (dot dot) in a ZIP archive entry that is mishandled during an extractTo call.",5.0,None,Remote,Low,Not required,None,Partial,None
CVE-2015-5471,22,,Dir. Trav.,2016-01-12,2016-11-28,Absolute path traversal vulnerability in include/user/download.php in the Swim Team plugin 1.44.10777 for WordPress allows remote attackers to read arbitrary files via a full pathname in the file parameter.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2015-5345,22,,Dir. Trav.,2016-02-24,2016-12-05,"The Mapper component in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.68, 8.x before 8.0.30, and 9.x before 9.0.0.M2 processes redirects before considering security constraints and Filters, which allows remote attackers to determine the existence of a directory via a URL that lacks a trailing / (slash) character.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2015-5313,22,,Dir. Trav.,2016-04-11,2016-11-28,"Directory traversal vulnerability in the virStorageBackendFileSystemVolCreate function in storage/storage_backend_fs.c in libvirt, when fine-grained Access Control Lists (ACL) are in effect, allows local users with storage_vol:create ACL but not domain:write permission to write to arbitrary files via a .. (dot dot) in a volume name.",1.9,None,Local,Medium,Not required,None,Partial,None
CVE-2015-5174,22,,Dir. Trav. Bypass,2016-02-24,2016-12-05,"Directory traversal vulnerability in RequestUtil.java in Apache Tomcat 6.x before 6.0.45, 7.x before 7.0.65, and 8.x before 8.0.27 allows remote authenticated users to bypass intended SecurityManager restrictions and list a parent directory via a /.. (slash dot dot) in a pathname used by a web application in a getResource, getResourceAsStream, or getResourcePaths call, as demonstrated by the $CATALINA_BASE/webapps directory.",4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2015-4988,22,,Dir. Trav.,2016-01-18,2016-01-21,"Directory traversal vulnerability in the replay server in IBM Tealeaf Customer Experience before 8.7.1.8818, 8.8 before 8.8.0.9026, 9.0.0, 9.0.0A, 9.0.1 before 9.0.1.1083, 9.0.1A before 9.0.1.5073, 9.0.2 before 9.0.2.1095, and 9.0.2A before 9.0.2.5144 allows remote attackers to read arbitrary files via unspecified vectors.",7.8,None,Remote,Low,Not required,Complete,None,None
CVE-2015-4703,22,,Dir. Trav.,2016-01-12,2016-06-27,Absolute path traversal vulnerability in mysqldump_download.php in the WordPress Rename plugin 1.0 for WordPress allows remote attackers to read arbitrary files via a full pathname in the dumpfname parameter.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2015-4694,22,,Dir. Trav.,2016-01-08,2016-11-28,Directory traversal vulnerability in download.php in the Zip Attachments plugin before 1.5.1 for WordPress allows remote attackers to read arbitrary files via a .. (dot dot) in the za_file parameter.,5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2015-2007,22,,Dir. Trav.,2016-01-02,2016-01-07,Directory traversal vulnerability in IBM Security QRadar SIEM 7.2.x before 7.2.5 Patch 6 allows remote authenticated users to read arbitrary files via a crafted URL.,4.0,None,Remote,Low,Single system,Partial,None,None
CVE-2015-1977,200,,Dir. Trav. +Info,2016-07-15,2016-07-18,"Directory traversal vulnerability in the Web Administration tool in IBM Tivoli Directory Server (ITDS) before 6.1.0.74-ISS-ISDS-IF0074, 6.2.x before 6.2.0.50-ISS-ISDS-IF0050, and 6.3.x before 6.3.0.43-ISS-ISDS-IF0043 and IBM Security Directory Server (ISDS) before 6.3.1.18-ISS-ISDS-IF0018 and 6.4.x before 6.4.0.9-ISS-ISDS-IF0009 allows remote attackers to read arbitrary files via a .. (dot dot) in a URL.",5.0,None,Remote,Low,Not required,Partial,None,None
CVE-2014-9767,22,,Dir. Trav.,2016-05-21,2016-11-30,"Directory traversal vulnerability in the ZipArchive::extractTo function in ext/zip/php_zip.c in PHP before 5.4.45, 5.5.x before 5.5.29, and 5.6.x before 5.6.13 and ext/zip/ext_zip.cpp in HHVM before 3.12.1 allows remote attackers to create arbitrary empty directories via a crafted ZIP archive.",4.3,None,Remote,Medium,Not required,None,Partial,None
CVE-2013-7448,22,,Dir. Trav.,2016-02-23,2016-03-10,Directory traversal vulnerability in wiki.c in didiwiki allows remote attackers to read arbitrary files via the page parameter to api/page/get.,5.0,None,Remote,Low,Not required,Partial,None,None
